DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Peptococcus id.2037)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	6	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017042	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcaceae UCG009 id.11366)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	1	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017057	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcaceae UCG013 id.11370)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	1	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017060	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcus1 id.11373)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017062	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcus torques group id.14377)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017066	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Streptococcus id.1853)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	4	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017070	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Tyzzerella3 id.11335)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017075	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (unknown genus id.1000001215)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017077	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (order Bifidobacteriales id.432)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	16	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017093	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (order Gastranaerophilales id.1591)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017100	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (phylum Actinobacteria id.400)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	13	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017110	Genome-wide genotyping array
2021-05-18	33907307	Liu Y	2021-04-27	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/33907307	Genome-wide association study of neck circumference identifies sex-specific loci independent of generalized adiposity.	Neck circumference	13,625 European ancestry individuals, 1,465 African American individuals	NA	Affymetrix, Illumina [8865513] (imputed)	4	neck circumference	http://www.ebi.ac.uk/efo/EFO_0011043	GCST90017133	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Aortic aneurysm	3,230 European ancestry cases, 475,964 European ancestry controls, 1,155 East Asian ancestry cases, 173,601 East Asian ancestry controls	NA	Affymetrix, Illumina [25843950] (imputed)	7	aortic aneurysm	http://www.ebi.ac.uk/efo/EFO_0001666	GCST90018783	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Atopic dermatitis	6,224 European ancestry cases, 475,075 European ancestry controls, 4,296 East Asian ancestry cases, 163,807 East Asian ancestry controls	NA	Affymetrix, Illumina [25843389] (imputed)	23	atopic eczema	http://www.ebi.ac.uk/efo/EFO_0000274	GCST90018784	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Acute pancreatitis	3,798 European ancestry cases, 476,104 European ancestry controls, 827 East Asian ancestry cases, 177,471 East Asian ancestry controls	NA	Affymetrix, Illumina [25843473] (imputed)	3	pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000278	GCST90018789	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Aplastic anemia	4,128 European ancestry cases, 469,372 European ancestry controls, 53 East Asian ancestry cases, 174,057 East Asian ancestry controls	NA	Affymetrix, Illumina [25844082] (imputed)	1	Aplastic anemia	http://purl.obolibrary.org/obo/HP_0001915	GCST90018794	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Asthma	38,369 European ancestry cases, 411,131 European ancestry controls, 13,015 East Asian ancestry cases, 162,933 East Asian ancestry controls	NA	Affymetrix, Illumina [25837673] (imputed)	60			GCST90018795	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Back pain	22,413 European ancestry cases, 445,856 European ancestry controls, 1,732 East Asian ancestry cases, 176,994 East Asian ancestry controls	NA	Affymetrix, Illumina [25841286] (imputed)	3	Back pain	http://purl.obolibrary.org/obo/HP_0003418	GCST90018797	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Bronchitis	4,483 European ancestry cases, 474,818 European ancestry controls, 1,465 East Asian ancestry cases, 170,000 East Asian ancestry controls	NA	Affymetrix, Illumina [25844193] (imputed)	3	bronchitis	http://www.ebi.ac.uk/efo/EFO_0009661	GCST90018802	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hepatic bile duct cancer	832 European ancestry cases, 475,259 European ancestry controls, 418 East Asian ancestry cases, 159,201 East Asian ancestry controls	NA	Affymetrix, Illumina [25843020] (imputed)	1	cholangiocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005221	GCST90018803	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Chronic hepatitis B infection	145 European ancestry cases, 351,740 European ancestry controls, 2,234 East Asian ancestry cases, 169,588 East Asian ancestry controls	NA	Affymetrix, Illumina [20457334] (imputed)	1	chronic hepatitis B virus infection	http://www.ebi.ac.uk/efo/EFO_0004239	GCST90018804	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Chronic hepatitis C infection	273 European ancestry cases, 351,740 European ancestry controls, 7,110 East Asian ancestry cases, 169,588 East Asian ancestry controls	NA	Affymetrix, Illumina [20457788] (imputed)	4	chronic hepatitis C virus infection	http://www.ebi.ac.uk/efo/EFO_0004220	GCST90018805	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Chronic heart failure	14,262 European ancestry cases, 471,898 European ancestry controls, 10,540 East Asian ancestry cases, 168,186 East Asian ancestry controls	NA	Affymetrix, Illumina [25844553] (imputed)	9	heart failure	http://www.ebi.ac.uk/efo/EFO_0003144	GCST90018806	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Chronic obstructive pulmonary disease	13,530 European ancestry cases, 454,945 European ancestry controls, 4,017 East Asian ancestry cases, 162,653 East Asian ancestry controls	NA	Affymetrix, Illumina [25843162] (imputed)	13	chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	GCST90018807	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Colorectal cancer	6,581 European ancestry cases, 463,421 European ancestry controls, 8,305 East Asian ancestry cases, 159,386 East Asian ancestry controls	NA	Affymetrix, Illumina [25843452] (imputed)	34	colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842	GCST90018808	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Cerebral aneurysm	945 European ancestry cases, 472,738 European ancestry controls, 3,132 East Asian ancestry cases, 152,022 East Asian ancestry controls	NA	Affymetrix, Illumina [25841674] (imputed)	6	brain aneurysm	http://www.ebi.ac.uk/efo/EFO_0003870	GCST90018815	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Cholecystitis	9,820 European ancestry cases, 461,431 European ancestry controls, 1,860 East Asian ancestry cases, 168,253 East Asian ancestry controls	NA	Affymetrix, Illumina [25842273] (imputed)	13	Cholecystitis	http://purl.obolibrary.org/obo/HP_0001082	GCST90018818	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Cholelithiasis	26,122 European ancestry cases, 461,431 European ancestry controls, 9,305 East Asian ancestry cases, 168,253 East Asian ancestry controls	NA	Affymetrix, Illumina [25844936] (imputed)	51	cholelithiasis	http://www.ebi.ac.uk/efo/EFO_0004799	GCST90018819	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Constipation	15,902 European ancestry cases, 395,721 European ancestry controls, 397 East Asian ancestry cases, 176,232 East Asian ancestry controls	NA	Affymetrix, Illumina [25839155] (imputed)	2	Constipation	http://purl.obolibrary.org/obo/HP_0002019	GCST90018829	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Contact dermatitis	3,691 European ancestry cases, 475,075 European ancestry controls, 247 East Asian ancestry cases, 161,777 East Asian ancestry controls	NA	Affymetrix, Illumina [25842533] (imputed)	1	contact dermatitis	http://www.ebi.ac.uk/efo/EFO_0005319	GCST90018830	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Diabetic nephropathy	1,032 European ancestry cases, 451,248 European ancestry controls, 220 East Asian ancestry cases, 132,764 East Asian ancestry controls	NA	Affymetrix, Illumina [25836444] (imputed)	1	diabetic nephropathy	http://www.ebi.ac.uk/efo/EFO_0000401	GCST90018832	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Esophageal cancer	998 European ancestry cases, 475,308 European ancestry controls, 1,388 East Asian ancestry cases, 159,201 East Asian ancestry controls	NA	Affymetrix, Illumina [25843129] (imputed)	4	esophageal carcinoma	http://www.ebi.ac.uk/efo/EFO_0002916	GCST90018841	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Esophageal varix	2,135 European ancestry cases, 434,019 European ancestry controls, 264 East Asian ancestry cases, 177,516 East Asian ancestry controls	NA	Affymetrix, Illumina [25840700] (imputed)	2	esophageal varices	http://www.ebi.ac.uk/efo/EFO_0009545	GCST90018842	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Bell's palsy	1,894 European ancestry cases, 461,346 European ancestry controls, 343 East Asian ancestry cases, 178,191 East Asian ancestry controls	NA	Affymetrix, Illumina [25842617] (imputed)	1	Bell's palsy	http://www.ebi.ac.uk/efo/EFO_0007167	GCST90018843	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Graves' disease	1,678 European ancestry cases, 456,942 European ancestry controls, 2,809 East Asian ancestry cases, 172,656 East Asian ancestry controls	NA	Affymetrix, Illumina [25841587] (imputed)	25	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	GCST90018847	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Gastric cancer	1,029 European ancestry cases, 475,087 European ancestry controls, 7,921 East Asian ancestry cases, 159,201 East Asian ancestry controls	NA	Affymetrix, Illumina [25843697] (imputed)	7	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	GCST90018849	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Gastric ulcer	6,293 European ancestry cases, 467,985 European ancestry controls, 12,650 East Asian ancestry cases, 161,227 East Asian ancestry controls	NA	Affymetrix, Illumina [25842546] (imputed)	5	gastric ulcer	http://www.ebi.ac.uk/efo/EFO_0009454	GCST90018851	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Glaucoma	10,411 European ancestry cases, 474,568 European ancestry controls, 8,448 East Asian ancestry cases, 168,903 East Asian ancestry controls	NA	Affymetrix, Illumina [25844939] (imputed)	37	glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	GCST90018852	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hashimoto thyroiditis	15,654 European ancestry cases, 379,986 European ancestry controls, 537 East Asian ancestry cases, 172,656 East Asian ancestry controls	NA	Affymetrix, Illumina [25797652] (imputed)	14	Hashimoto's thyroiditis	http://www.ebi.ac.uk/efo/EFO_0003779	GCST90018855	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hepatic cancer	379 European ancestry cases, 475,259 European ancestry controls, 2,122 East Asian ancestry cases, 159,201 East Asian ancestry controls	NA	Affymetrix, Illumina [25843189] (imputed)	4	liver neoplasm	http://www.ebi.ac.uk/efo/EFO_1001513	GCST90018858	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hyperthyroidism	3,557 European ancestry cases, 456,942 European ancestry controls, 994 East Asian ancestry cases, 172,656 East Asian ancestry controls	NA	Affymetrix, Illumina [25841580] (imputed)	11	Hyperthyroidism	http://www.ebi.ac.uk/efo/EFO_0009189	GCST90018860	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hypertrophic cardiomyopathy	507 European ancestry cases, 489,220 European ancestry controls, 383 East Asian ancestry cases, 177,745 East Asian ancestry controls	NA	Affymetrix, Illumina [25845237] (imputed)	6	hypertrophic cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0000538	GCST90018861	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hypothyroidism	30,155 European ancestry cases, 379,986 European ancestry controls, 1,114 East Asian ancestry cases, 172,656 East Asian ancestry controls	NA	Affymetrix, Illumina [25801083] (imputed)	77	hypothyroidism	http://www.ebi.ac.uk/efo/EFO_0004705	GCST90018862	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Interstitial lung disease	2,267 European ancestry cases, 467,560 European ancestry controls, 1,046 East Asian ancestry cases, 176,974 East Asian ancestry controls	NA	Affymetrix, Illumina [25843170] (imputed)	8	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST90018863	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Ischemic stroke	11,929 European ancestry cases, 472,192 European ancestry controls, 22,664 East Asian ancestry cases, 152,022 East Asian ancestry controls	NA	Affymetrix, Illumina [25844498] (imputed)	15	Ischemic stroke	http://purl.obolibrary.org/obo/HP_0002140	GCST90018864	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	IgA nephropathy	15,587 European ancestry cases, 462,197 European ancestry controls, 71 East Asian ancestry cases, 175,288 East Asian ancestry controls	NA	Affymetrix, Illumina [25844273] (imputed)	8	IGA glomerulonephritis	http://www.ebi.ac.uk/efo/EFO_0004194	GCST90018866	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Malignant lymphoma	3,546 European ancestry cases, 487,257 European ancestry controls, 335 East Asian ancestry cases, 177,342 East Asian ancestry controls	NA	Affymetrix, Illumina [25845276] (imputed)	7	lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	GCST90018878	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Nasal polyps	5,093 European ancestry cases, 444,966 European ancestry controls, 160 East Asian ancestry cases, 151,846 East Asian ancestry controls	NA	Affymetrix, Illumina [25837843] (imputed)	22	Nasal Cavity Polyp	http://www.ebi.ac.uk/efo/EFO_1000391	GCST90018883	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Nephrotic syndrome	775 European ancestry cases, 475,255 European ancestry controls, 1,314 East Asian ancestry cases, 177,412 East Asian ancestry controls	NA	Affymetrix, Illumina [25844401] (imputed)	2	nephrotic syndrome	http://www.ebi.ac.uk/efo/EFO_0004255	GCST90018884	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Neuropathic bladder	2,237 European ancestry cases, 464,793 European ancestry controls, 308 East Asian ancestry cases, 178,418 East Asian ancestry controls	NA	Affymetrix, Illumina [25842983] (imputed)	2	bladder disease	http://www.ebi.ac.uk/efo/EFO_1000018	GCST90018885	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Ovarian cyst	10,847 European ancestry cases, 207,622 European ancestry controls, 2,896 East Asian ancestry cases, 79,865 East Asian ancestry controls	NA	Affymetrix, Illumina [25752875] (imputed)	5	Ovarian cyst	http://purl.obolibrary.org/obo/HP_0000138	GCST90018889	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Polymyositis	44 European ancestry cases, 350,228 European ancestry controls, 58 East Asian ancestry cases, 175,599 East Asian ancestry controls	NA	Affymetrix, Illumina [20457706] (imputed)	1	polymyositis	http://www.ebi.ac.uk/efo/EFO_0003063	GCST90018891	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Pediatric asthma	27,712 European ancestry cases, 411,131 European ancestry controls, 547 East Asian ancestry cases, 161,803 East Asian ancestry controls	NA	Affymetrix, Illumina [25832605] (imputed)	35			GCST90018895	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Pneumothorax	1,747 European ancestry cases, 475,987 European ancestry controls, 692 East Asian ancestry cases, 176,298 East Asian ancestry controls	NA	Affymetrix, Illumina [25844290] (imputed)	2	pneumothorax	http://purl.obolibrary.org/obo/MONDO_0002076	GCST90018902	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Pollinosis	2,894 European ancestry cases, 472,484 European ancestry controls, 18,593 East Asian ancestry cases, 153,666 East Asian ancestry controls	NA	Affymetrix, Illumina [25844049] (imputed)	5	seasonal allergic rhinitis	http://www.ebi.ac.uk/efo/EFO_0003956	GCST90018903	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Prostate cancer	11,599 European ancestry cases, 199,628 European ancestry controls, 5,672 East Asian ancestry cases, 84,660 East Asian ancestry controls	NA	Affymetrix, Illumina [25775424] (imputed)	59	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	GCST90018905	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Retinal detachment	6,591 European ancestry cases, 470,440 European ancestry controls, 1,389 East Asian ancestry cases, 168,903 East Asian ancestry controls	NA	Affymetrix, Illumina [25843609] (imputed)	4	retinal detachment	http://www.ebi.ac.uk/efo/EFO_0005773	GCST90018911	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Retinitis pigmentosa	121 European ancestry cases, 126,333 European ancestry controls, 155 East Asian ancestry cases, 168,903 East Asian ancestry controls	NA	Illumina [23539365] (imputed)	5	Retinitis pigmentosa	http://www.orpha.net/ORDO/Orphanet_791	GCST90018912	Genome-wide genotyping array
